City,Cloudiness,Country,Date,Humidity,Lat,Lng,MaxTemp,WindSpeed
Puerto Baquerizo Moreno,75,EC,1584209328,79,-0.9,-89.6,29.0,2.1
Kenai,1,US,1584209328,76,60.55,-151.26,-8.33,1.5
Tulum,75,MX,1584209328,54,20.22,-87.47,29.0,5.1
Ipueiras,75,BR,1584209329,64,-7.03,-40.45,29.09,3.7
Nioki,41,CD,1584209329,56,-2.72,17.68,27.99,1.41
Atar,0,MR,1584209329,4,20.52,-13.05,32.09,3.67
Mulegé,0,MX,1584209329,58,26.88,-111.98,19.59,2.48
Zapolyarnyy,13,RU,1584209329,66,69.42,30.81,-11.0,7.7
Lossiemouth,40,GB,1584209329,65,57.72,-3.28,9.44,3.6
Baracoa,9,CU,1584209329,73,20.35,-74.5,25.69,6.36
Mahajanga,40,MG,1584209329,84,-15.72,46.32,30.0,4.1
Dabola,24,GN,1584209329,10,10.75,-11.12,35.49,0.97
Chiapilla,40,MX,1584209329,45,16.52,-92.73,31.0,1.5
Iracoubo,50,GF,1584209329,74,5.48,-53.2,26.99,5.54
Beloha,60,MG,1584209329,79,-25.17,45.05,23.59,8.11
San-Pédro,89,CI,1584209329,80,4.75,-6.64,28.69,6.81
São Filipe,100,CV,1584209329,55,14.9,-24.5,24.49,6.38
Sittwe,100,MM,1584209330,72,20.15,92.9,25.09,1.07
Stornoway,100,GB,1584209102,93,58.21,-6.39,6.0,10.3
Lake Havasu City,1,US,1584209330,55,34.48,-114.32,19.44,9.3
Mana,59,GF,1584209330,53,5.66,-53.78,31.09,3.23
Caloto,75,CO,1584209330,78,3.04,-76.41,25.0,4.1
Khāsh,100,IR,1584209330,17,28.22,61.22,17.09,2.51
Andros Town,75,BS,1584209330,69,24.7,-77.77,26.0,5.1
Ventspils,27,LV,1584209330,49,57.39,21.56,0.0,6.7
Stoina,100,RO,1584209330,75,44.68,23.63,9.44,3.1
Kumertau,100,RU,1584209330,98,52.77,55.78,1.29,3.44
Fort-Shevchenko,100,KZ,1584209330,81,44.51,50.26,10.09,3.78
Mahon,20,ES,1584209330,67,39.89,4.27,14.0,4.1
Altus,90,US,1584209330,76,34.64,-99.33,12.0,5.1
Dauphin,20,CA,1584209330,71,51.15,-100.05,-14.0,2.1
Caravelas,19,BR,1584209331,76,-17.71,-39.25,27.09,4.56
Pachino,17,IT,1584209331,77,36.72,15.09,16.11,0.5
Visnes,75,NO,1584209331,69,59.36,5.22,4.44,10.3
Znamenskoye,97,RU,1584209331,89,57.13,73.83,1.79,5.64
Illapel,67,CL,1584209331,32,-31.63,-71.17,25.89,4.84
Zhangaözen,100,KZ,1584209331,29,43.3,52.8,17.29,10.18
Fare,1,PF,1584209331,76,-16.7,-151.02,28.29,7.07
Paraíso,20,CR,1584209331,50,9.84,-83.87,28.0,7.7
Lamu,95,KE,1584209331,78,-2.27,40.9,29.29,6.45
Pierre,90,US,1584209200,79,44.37,-100.35,-2.22,7.2
Berlevåg,100,NO,1584209331,67,70.86,29.09,-4.41,7.59
Barão de Melgaço,40,BR,1584209331,39,-16.19,-55.97,36.0,1.5
Aquiraz,75,BR,1584209331,66,-3.9,-38.39,30.0,6.2
Idenao,40,CM,1584209332,89,4.25,9.0,29.0,1.5
Saucillo,100,MX,1584209332,27,28.02,-105.28,24.09,2.42
Sandusky,1,US,1584209332,64,41.35,-83.13,4.44,4.1
Bilma,0,NE,1584209332,13,18.69,12.92,21.99,3.26
Kashan,72,IR,1584209332,34,33.98,51.44,17.69,0.35
La Primavera,74,CO,1584209332,47,5.49,-70.41,32.99,1.53
Nānākuli,75,US,1584209332,69,21.39,-158.15,23.0,3.6
Inhambane,20,MZ,1584209332,78,-23.86,35.38,27.0,4.56
Bukoba,53,TZ,1584209332,67,-1.33,31.81,24.19,2.3
Liku,97,ID,1584209332,84,-0.73,119.89,20.59,1.71
Tabas,18,IR,1584209332,8,33.6,56.92,22.0,1.0
Maragogi,94,BR,1584209332,66,-9.01,-35.22,28.69,4.22
Talara,40,PE,1584209332,100,-4.58,-81.27,17.0,6.2
Foam Lake,100,CA,1584209332,92,51.65,-103.53,-15.01,4.76
Henties Bay,0,NA,1584209332,91,-22.12,14.28,17.78,3.13
Grindavik,40,IS,1584209333,68,63.84,-22.43,-1.0,7.2
Hailey,90,US,1584209203,100,43.52,-114.32,1.0,3.1
Tezu,100,IN,1584209333,57,27.92,96.17,19.79,0.99
Moba,45,CN,1584209333,61,33.23,105.02,10.0,1.0
Serdobsk,100,RU,1584209333,90,52.46,44.22,2.29,4.61
Cham,90,CH,1584209333,65,47.18,8.46,9.0,1.5
Maraã,95,BR,1584209333,44,-1.83,-65.37,37.29,0.83
Ambilobe,100,MG,1584209333,83,-13.2,49.05,27.89,4.87
El Tigre,28,VE,1584209333,28,8.89,-64.25,35.69,2.27
Sokoni,20,TZ,1584209333,83,-6.43,39.55,29.0,2.6
El Retorno,99,CO,1584209333,84,2.33,-72.63,28.09,1.17
Geraldton,90,AU,1584209333,78,-28.77,114.6,24.0,4.1
Sedona,90,US,1584209036,87,34.87,-111.76,12.22,3.1
Cap Malheureux,40,MU,1584209333,83,-19.98,57.61,26.0,1.5
Ponta do Sol,75,PT,1584209333,63,32.67,-17.1,17.0,5.1
Touba,12,CI,1584209334,11,8.28,-7.68,34.89,0.88
San Matías,85,BO,1584209334,40,-16.37,-58.4,35.89,2.74
Shelburne,90,CA,1584209334,64,44.08,-80.2,2.78,5.1
Revelstoke,90,CA,1584209334,34,50.98,-118.2,-6.0,6.7
Otjimbingwe,0,NA,1584209334,23,-22.35,16.13,26.59,4.8
Vila Franca do Campo,20,PT,1584209334,67,37.72,-25.43,17.0,7.2
Dwārka,100,IN,1584209334,58,22.24,68.97,24.19,7.57
Harper,52,LR,1584209298,90,4.38,-7.72,26.99,1.94
Nālūt,9,LY,1584209334,15,30.33,10.85,20.79,4.55
Aswān,0,EG,1584209334,28,24.09,32.91,20.49,4.22
Nuuk,40,GL,1584209334,51,64.18,-51.72,-12.0,3.6
Fuerte Olimpo,14,PY,1584209334,22,-21.04,-57.87,40.09,3.92
Krzeszowice,20,PL,1584209334,40,50.14,19.63,2.78,3.1
Hobyo,43,SO,1584209335,75,5.35,48.53,27.19,7.85
Coyhaique,40,CL,1584209087,51,-45.58,-72.07,16.0,4.1
Kilinochchi,1,LK,1584209335,82,9.4,80.4,25.09,4.52
Roald,75,NO,1584209335,59,62.58,6.13,4.0,10.8
Muisne,75,EC,1584209335,83,0.6,-80.03,27.0,3.1
Willmar,1,US,1584209335,63,45.12,-95.04,-2.0,2.1
Shache,44,CN,1584209335,24,38.42,77.24,8.19,3.19
Makurdi,25,NG,1584209335,10,7.74,8.51,32.69,1.85
São João da Barra,20,BR,1584209335,62,-21.64,-41.05,30.0,10.3
Palāsa,36,IN,1584209335,67,18.77,84.42,23.39,1.51
Grand-Santi,87,GF,1584209335,25,4.25,-54.38,37.99,1.58
Itaituba,83,BR,1584209335,86,-4.28,-55.98,29.69,1.28
Challapata,12,BO,1584209336,63,-18.9,-66.77,11.49,1.52
Florence,75,IT,1584209324,54,43.77,11.25,14.44,3.1
Belmonte,20,BR,1584209336,70,-15.86,-38.88,30.0,4.1
Antofagasta,20,CL,1584209042,68,-23.65,-70.4,22.22,7.7
Hīt,95,IQ,1584209336,64,33.64,42.83,16.59,2.94
El Salvador,40,SV,1584209329,65,13.83,-88.92,33.0,2.1
Philadelphia,1,US,1584209242,27,39.95,-75.16,13.89,3.6
Santa Isabel Rio Negro,100,BR,1584209336,51,-0.41,-65.02,33.79,1.16
Vardø,100,NO,1584209336,78,70.37,31.11,-6.91,6.64
Nouadhibou,0,MR,1584209336,64,20.93,-17.03,23.0,9.3
Pangai,100,TO,1584209336,80,-19.8,-174.35,27.59,6.08
Tromsø,75,NO,1584209336,49,69.65,18.96,-4.0,5.1
Talnakh,75,RU,1584209337,95,69.49,88.4,0.0,12.0
Tabuk,12,PH,1584209337,90,17.42,121.44,20.89,1.94
