City,Cloudiness,Country,Date,Humidity,Lat,Lng,MaxTemp,WindSpeed
Americus,90,US,1584160427,88,32.07,-84.23,19.0,1.45
Hilton Head,1,US,1584160201,82,32.22,-80.75,19.0,2.1
Vanderhoof,9,CA,1584160428,61,54.02,-124.02,-16.84,5.42
Beckley,1,US,1584160428,70,37.78,-81.19,8.0,3.42
Coalinga,1,US,1584160428,62,36.14,-120.36,14.0,11.8
Waseca,1,US,1584160428,68,44.08,-93.51,-1.0,4.6
Lüshunkou,0,CN,1584160428,29,38.8,121.27,9.0,6.0
Boissevain,1,CA,1584160428,84,49.23,-100.06,-11.67,3.1
Myrtle Beach,75,US,1584160201,100,33.69,-78.89,20.0,2.46
Traverse City,20,US,1584160231,64,44.76,-85.62,1.67,4.1
Laramie,90,US,1584160151,85,41.31,-105.59,-3.89,10.3
Rupert,1,US,1584160428,24,42.62,-113.68,8.0,3.1
Gimli,38,CA,1584160142,86,50.63,-96.99,-13.89,4.74
Campbell River,20,CA,1584160352,36,50.02,-125.24,2.0,3.6
Thunder Bay,5,CA,1584160352,67,48.4,-89.32,-6.67,5.1
East Moline,90,US,1584160429,45,41.5,-90.44,6.11,3.1
Mulegé,0,MX,1584160429,73,26.88,-111.98,18.15,0.57
Cochrane,90,CA,1584160429,76,51.18,-114.47,-19.44,3.6
Meadow Lake,1,US,1584160206,49,34.8,-106.54,9.44,4.6
Beeville,90,US,1584160429,94,28.4,-97.75,23.0,4.6
Albanel,90,CA,1584160359,86,48.88,-72.45,2.22,7.2
Venice,1,US,1584160429,93,27.1,-82.45,22.22,1.5
North Myrtle Beach,1,US,1584160429,93,33.82,-78.68,20.0,4.43
Carlyle,90,US,1584160429,81,38.61,-89.37,6.67,2.38
Andros Town,40,BS,1584160429,83,24.7,-77.77,23.33,4.1
Fairfield,1,US,1584160429,28,41.27,-73.32,11.11,5.7
Canmore,90,CA,1584160429,76,51.08,-115.35,-20.56,3.6
Stonewall,20,CA,1584160430,77,50.13,-97.33,-12.78,3.1
Thomaston,90,US,1584160430,93,32.89,-84.33,19.44,0.64
Livingston,40,GB,1584160209,80,55.9,-3.52,5.0,3.1
El Burrión,100,MX,1584160430,85,25.53,-108.4,20.56,0.89
Deming,1,US,1584160430,50,32.27,-107.76,12.0,5.7
Buctzotz,0,MX,1584160430,88,21.2,-88.78,20.84,2.03
Muscatine,90,US,1584160430,56,41.47,-91.13,6.0,2.1
Maple Creek,100,CA,1584160430,48,49.92,-109.48,-12.2,8.41
Arrondissement de Clermont,90,FR,1584160430,100,49.5,2.42,7.22,2.6
Lac du Bonnet,92,CA,1584160430,86,50.25,-96.06,-13.89,2.24
Cache Creek,90,CA,1584160202,65,50.81,-121.32,-4.0,7.7
Superior,1,US,1584160430,57,46.72,-92.1,-4.0,4.1
Guymon,90,US,1584160430,94,36.68,-101.48,1.0,4.6
San Felipe,58,VE,1584160431,97,10.34,-68.74,21.28,0.74
Camrose,90,CA,1584160431,64,53.02,-112.84,-17.78,2.1
Provost,100,CA,1584160431,97,52.35,-110.27,-19.11,3.28
Humboldt,90,US,1584160431,93,40.67,-123.92,8.89,5.1
Athol,20,US,1584160431,48,42.6,-72.23,6.0,3.1
Waupun,1,US,1584160263,55,43.63,-88.73,2.22,4.91
Arcata,90,US,1584160431,93,40.87,-124.08,8.33,5.1
Callaway,1,US,1584160431,93,30.15,-85.57,19.44,0.11
Manitouwadge,100,CA,1584160431,91,49.12,-85.84,-9.12,4.05
Harrisburg,1,US,1584160431,23,40.27,-76.88,12.0,6.2
Chapleau,100,CA,1584160431,91,47.84,-83.4,-8.06,5.57
Haverhill,1,US,1584160431,45,42.78,-71.08,7.22,6.2
Alamogordo,90,US,1584160404,44,32.9,-105.96,14.0,4.07
Schertz,75,US,1584160432,83,29.55,-98.27,22.22,6.2
Northampton,1,US,1584160432,42,40.88,-75.25,12.0,5.1
Cookeville,90,US,1584160282,50,36.16,-85.5,11.0,3.1
Farmington,1,US,1584160432,60,36.73,-108.22,6.0,3.1
Lillooet,100,CA,1584160158,38,50.69,-121.94,-4.0,3.56
Greeneville,1,US,1584160432,66,36.16,-82.83,12.22,0.46
Blackfoot,1,US,1584160432,36,43.19,-112.34,7.0,9.8
Deep River,90,CA,1584160224,64,46.1,-77.5,1.11,8.2
Springville,90,US,1584160371,70,40.17,-111.61,6.11,3.1
Merrill,1,US,1584160432,67,45.18,-89.68,-2.0,1.5
Loreto,57,MX,1584160432,57,22.27,-101.97,17.05,7.61
Whitecourt,75,CA,1584160432,53,54.15,-115.69,-19.0,2.6
Caborca,67,MX,1584160432,84,30.58,-111.1,15.0,1.8
Pittsburg,1,US,1584160329,66,38.03,-121.88,13.33,8.2
Mandan,90,US,1584160433,67,46.83,-100.89,-6.0,5.1
Lisbon,20,PT,1584160356,93,38.72,-9.13,13.33,5.1
Redding,1,US,1584160258,58,40.59,-122.39,15.0,8.7
Minot,1,US,1584160433,72,48.23,-101.3,-8.0,6.2
Rocky Mountain House,100,CA,1584160433,97,52.37,-114.92,-20.97,1.4
Huntsville,90,US,1584160428,54,34.73,-86.59,13.33,2.6
Sault Ste. Marie,90,CA,1584160210,68,46.52,-84.33,-1.0,9.3
Bucyrus,1,US,1584160433,64,40.81,-82.98,4.44,2.6
St-Jean-Port-Joli,88,CA,1584160433,88,47.22,-70.27,1.67,9.39
Bayshore Gardens,1,US,1584160433,73,27.43,-82.59,23.0,2.6
Key West,1,US,1584160431,83,24.56,-81.78,24.44,4.6
Orangeburg,1,US,1584160433,82,33.49,-80.86,21.0,2.98
Rockport,75,US,1584160433,94,28.02,-97.05,23.33,3.1
Saint-Rémi,90,CA,1584160433,59,45.27,-73.62,4.44,12.9
Bemidji,1,US,1584160201,78,47.47,-94.88,-9.0,3.1
Santa Rosalía,0,MX,1584160434,75,27.32,-112.28,14.5,2.9
Elwood,40,AU,1584160434,48,-37.88,144.98,18.33,9.3
San Luis,24,AR,1584160434,62,-33.3,-66.34,23.08,7.77
Stephenville,90,US,1584160378,93,32.22,-98.2,22.0,1.5
Palmdale,1,US,1584160345,76,34.58,-118.12,14.0,9.3
Río Cauto,5,CU,1584160434,88,20.56,-76.92,23.0,3.6
Price,90,US,1584160434,86,39.6,-110.81,4.0,3.1
Kapuskasing,90,CA,1584160434,85,49.42,-82.43,-6.0,10.3
Nantucket,1,US,1584160434,81,41.28,-70.1,7.22,3.6
Camalú,43,MX,1584160434,88,30.85,-116.07,13.01,0.68
Escanaba,90,US,1584160434,58,45.75,-87.06,-1.0,4.6
Liberal,90,US,1584160434,98,37.04,-100.92,1.0,4.6
Villa Rica,90,US,1584160434,72,33.73,-84.92,17.22,3.6
Cumberland,1,US,1584160435,77,35.05,-78.87,19.44,4.69
Waycross,1,US,1584160226,82,31.21,-82.35,18.89,0.44
Uvalde,1,US,1584160435,88,29.37,-99.77,22.78,4.6
Senneterre,75,CA,1584160435,85,48.38,-77.23,-5.0,4.6
Chesapeake,1,US,1584160435,77,36.82,-76.27,19.0,1.5
Hagerstown,1,US,1584160435,31,39.64,-77.72,12.78,4.1
Hanna,100,CA,1584160435,82,51.63,-111.9,-18.89,4.02
Belton,90,US,1584160435,60,38.81,-94.53,6.67,4.1
Estelle,40,US,1584160435,94,29.85,-90.11,21.11,2.6
Mattawa,90,US,1584160435,93,46.74,-119.9,3.0,3.6
Carthage,20,TN,1584160315,87,36.86,10.33,15.0,3.54
Lumsden,75,CA,1584160435,71,50.65,-104.87,-15.0,4.1
Fort Morgan,90,US,1584160435,92,40.25,-103.8,-0.56,10.3
Brownwood,90,US,1584160312,100,31.71,-98.99,19.0,2.1
Assiniboia,100,CA,1584160436,52,49.63,-105.98,-12.76,7.08
Rockland,1,US,1584160436,36,41.17,-74.05,11.11,6.7
West Lorne,1,CA,1584160436,59,42.6,-81.6,2.0,6.7
Wiarton,40,CA,1584160436,72,44.74,-81.13,1.67,6.2
